name,religion,dob,image_urls,political_carrer,civil_status,images,party,occupation
"Hon. Chelvanayakam, Samuel James Velupillai, M.P.",, : 31-03-1898,http://parliament.lk/uploads/images/members/profile_images/thumbs/2124.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2124.jpg', 'path': 'full/08c60768c9dd82659da8c6663d5c77ee6ea5677e.jpg', 'checksum': 'fff024a86767f17fd7db7ad7db869046'}]",Federal Party (FP),
"Hon. Chandrasiri, Somaweera, M.P.",, : 11-02-1909,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Chandrasiri, Somaweera, M.P.",, : 22-01-1951,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Bogollagama, Rohitha, M.P.", : Buddhism, : 06-08-1954,http://parliament.lk/uploads/images/members/profile_images/thumbs/146.jpg,Member of the UNP Students Front in 1972 ; Chief Organizer of the UNP for Nikaweratiya Electorate; Kurunegala district UNP Candidate in 1989 Parliamentary Election;, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/146.jpg', 'path': 'full/59c8864d98d47e5e83bf101a5d2b540177585bab.jpg', 'checksum': '4ef5d02540be24a6421c0d167e1c0c42'}]",United National Party (UNP), : Attorney-at-Law
"Hon. Herath, Samansiri, M.P.", : Buddhism, : 20-03-1969,http://parliament.lk/uploads/images/members/profile_images/thumbs/1470.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1470.jpg', 'path': 'full/17e28dd24f01fba924fed876bbc0f667487726fe.jpg', 'checksum': '3f6def6ffdf326b1d81d9894ce41f5cc'}]",United People's Freedom Alliance(UPFA), : Businessman
"Hon. Chandrapala, Debahepuwe Mudiyanselage, M.P.",, : 27-02-1925,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. MURUGESU CHANDRAKUMAR , M.P.,, M.P.", : Hindu, : 03-08-1964,http://parliament.lk/uploads/images/members/profile_images/thumbs/2877.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2877.jpg', 'path': 'full/07cbe6b1b5a2de36a1693a003dbb1bff076e88da.jpg', 'checksum': '10b74bd3fc9b6c885c3c2b573f34339b'}]",United People's Freedom Alliance(UPFA), : Journalist
"Hon. Chandranehru, Chandrakanthan, M.P.", : Christianity, : 12-04-1970,http://parliament.lk/uploads/images/members/profile_images/thumbs/1569.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1569.jpg', 'path': 'full/1ee208407838a41205aaddfda68cae048f53f32d.jpg', 'checksum': 'ab284308041983037be5caa3245490fe'}]",Illankai Tamil Arasu Kadchi (ITAK), : Marine Officer
"Hon. Chandra Nehru, Ariyanayagam, M.P.", : Christianity, : 15-10-1944,http://parliament.lk/uploads/images/members/profile_images/thumbs/286.jpg,-, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/286.jpg', 'path': 'full/6c190238fc077e3f9702f85af71c7fe9c3e6cc4d.jpg', 'checksum': 'eb3303f2714288b65cd2618b0b543354'}]",Tamil United Liberation Front (TULF), : Business
"Hon. C.P.D. BANDARANAIKE, M.P.,, M.P.", : Buddhism, : 31-08-1962,http://parliament.lk/uploads/images/members/profile_images/thumbs/144.jpg,President of the S. L. F. P.'s Youth Federation in Gampaha in 1978, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/144.jpg', 'path': 'full/b923aeacec6db0ba27d58e6a3b25ee9006f97ce9.jpg', 'checksum': '456d7f0d89072b4d84d56b40b61441a2'}]",United People's Freedom Alliance(UPFA),
"Hon. Casinader, Prince Gunarasa, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2121.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2121.jpg', 'path': 'full/eefb04980176f3a89952f57544efcae3ef66d863.jpg', 'checksum': '55e087f777682d773025e60d0f7dfae1'}]",Tamil United Liberation Front (TULF),
"Hon. Cary, Maurice John, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Carron, Thomas Vernon Koertsz, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Canagaratnam, Sinnakutty Odayar, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Canagaratnam, Mylvaganam, M.P.",, : 15-04-1924,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Tamil United Liberation Front (TULF),
"Hon. Cader, Ibrahim Adaham Abdul, M.P.",, : 22-06-1917,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Athulathmudali, Lalith William, M.P.", : Buddhism, : 26-11-1936,http://parliament.lk/uploads/images/members/profile_images/thumbs/2073.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2073.jpg', 'path': 'full/e8718b922fbf0a0a02b1136ebdced1aed9e2f8ee.jpg', 'checksum': '5c08ea2c0bb25e7f917df7651057b174'}]",United National Party (UNP),
"Hon. Athulathmudali, Don Daniel, M.P.", : Buddhism,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent (Ind),
"Hon. ATHAUDA SENEVIRATNE, M.P.,, M.P.", : Buddhism, : 19-09-1931,http://parliament.lk/uploads/images/members/profile_images/thumbs/193.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/193.jpg', 'path': 'full/faeeb49fac0e65b5a237bd66ab0a1d761e0aeaa9.jpg', 'checksum': '756e47f84da2f9ab6d4e8d1124790832'}]",United People's Freedom Alliance(UPFA), : Teacher
"Hon. (Dr.) Atapattu, Ranjith Kaniska Parakrama, M.P.", : Buddhism, : 29-04-1933,http://parliament.lk/uploads/images/members/profile_images/thumbs/2071.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2071.jpg', 'path': 'full/52279277c8b9b359106e72884c82f77498782bf4.jpg', 'checksum': '2ee45a6eea0b28abbe652a2af43df76e'}]",United National Party (UNP),
"Hon. Atapattu, Don Peter, M.P.", : Buddhism, : 17-09-1899,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Ashraff, Mohamed Hussein Mohamed, M.P.", : Islam, : 23-10-1948,http://parliament.lk/uploads/images/members/profile_images/thumbs/2069.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2069.jpg', 'path': 'full/01358694235b4926ad408a394c4a5e8a29a88827.jpg', 'checksum': 'e403501194551fdee30d252c6382daa5'}]",Sri Lanka Muslim Congress (SLMC),
"Hon. Asenkudhoos, Seinudin Marikkar, M.P.", : Islam,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. MOHAMED ASLAM, M.P., , M.P.", : Islam, : 19-05-1955,http://parliament.lk/uploads/images/members/profile_images/thumbs/3204.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3204.jpg', 'path': 'full/e16d31102f3ffb5256a4edef58ed9c68860fcdf7.jpg', 'checksum': 'd1f4184c75d288fdfc2190e494fcfe0d'}]",United National Party (UNP), : Businessman
"Hon.  KANDIAH PREMACHANDRAN, M.P.,, M.P.", : Hindu, : 08-11-1957,http://parliament.lk/uploads/images/members/profile_images/thumbs/1448.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1448.jpg', 'path': 'full/823447785e76194ad6bd12748e6cbd8819a692e4.jpg', 'checksum': 'bb94282faa8974153cc41c4cb3d4490b'}]",Illankai Tamil Arasu Kadchi (ITAK),
"Hon. R. DUMINDHA SILVA, M.P.,, M.P.", : Roman Catholicism, : 03-12-1974,http://parliament.lk/uploads/images/members/profile_images/thumbs/3125.jpg,"Provincial Council Member (Elected with highest preferential votes in 2004 and 2009) since 2004; 
 Chief Organiser (SLFP) for Kolonnawa Electorate; 
Elected to the Parliament at the 2010 General Elections with the 2nd highest preferential votes from the Colombo District contesting from UPFA.", : Single,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3125.jpg', 'path': 'full/b0dd1f77c0df10fb488e8154a72cff153674f987.jpg', 'checksum': '8252300326731eb3e0cea9c8e41b2f00'}]",United People's Freedom Alliance(UPFA), : Businessman
"Hon. C.A. SURIYAARACHCHI, M.P.,, M.P.", : Buddhism, : 20-11-1953,http://parliament.lk/uploads/images/members/profile_images/thumbs/1474.jpg,"MemberShip of Socialist Student Front 1973; 
1999 to 2004 Provincial Council Member.", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1474.jpg', 'path': 'full/5af3b6d92f3529b1f155e4bca02717ee96a4e59e.jpg', 'checksum': '571459832ca1e88afc2fadd0fbeb949d'}]",United People's Freedom Alliance(UPFA),
"Hon. Arulampalam, Chinnaiah, M.P.",, : 18-02-1909,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Tamil Congress (TC),
"Hon. Ariyaratne, Dissanayake Mudiyanselage, M.P.", : Buddhism, : 24-07-1949,http://parliament.lk/uploads/images/members/profile_images/thumbs/2065.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2065.jpg', 'path': 'full/8e0618ae52f011e5103e60dc5662f2233b141461.jpg', 'checksum': 'a90033a99de95eb5d9fcc46f87d385e1'}]",United National Party (UNP), : Politician
"Hon. Ariyatilleke, Piyadigamage Gamini, M.P.",, : 26-05-1917,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. P.ARIYANETHRAN,M.P.,, M.P.", : Hindu, : 01-02-1955,http://parliament.lk/uploads/images/members/profile_images/thumbs/1519.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1519.jpg', 'path': 'full/b185167dba48a30e7b392b470b792cfffffa4713.jpg', 'checksum': 'd1f2fdcfa6cb4d9ff0a870b4cec2d7c2'}]",Illankai Tamil Arasu Kadchi (ITAK),
"Hon. Ariyadasa, Weligama Polwatta Galappathige, M.P.", : Buddhism, : 29-08-1918,http://parliament.lk/uploads/images/members/profile_images/thumbs/2064.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2064.jpg', 'path': 'full/55039d0bb83bd2cea1d33ccb13db3504a0e22453.jpg', 'checksum': 'ca2c914286304991c917977d78da0cf5'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Arambewala, Don Sugathadasa de Silva, M.P.",, : 11-04-1914,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP),
"Hon. Ariyadasa, Dissanayake Mudiyanselage, M.P.", : Buddhism, : 04-06-1940,http://parliament.lk/uploads/images/members/profile_images/thumbs/2063.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2063.jpg', 'path': 'full/e91b79fd6a20ea66755f3df6185b4ad489544d76.jpg', 'checksum': '7f0858910049654cba7ee1edda2daa81'}]",United National Party (UNP),
"Hon. SARATH KUMARA GUNARATNE, M.P.,, M.P.", : Roman Catholicism, : 01-07-1942,http://parliament.lk/uploads/images/members/profile_images/thumbs/1558.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1558.jpg', 'path': 'full/5dc107049240744ddd325096a1ef5cc4b897b35d.jpg', 'checksum': '82eb51ddcf806cde11e46ab41b009b10'}]",United People's Freedom Alliance(UPFA),
"Hon. NIMAL WIJESINGHE, M.P., , M.P.", : Buddhism, : 15-12-1969,http://parliament.lk/uploads/images/members/profile_images/thumbs/3145.jpg,Member - North Western Provincial Council 2009.02.14, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3145.jpg', 'path': 'full/ef77fd83e1b3f738e378e10a4023cc38aae3177a.jpg', 'checksum': 'b1de1256f574d954a29be074834a1335'}]",United National Party (UNP), : Businessman.
"Hon. JAGATH  BALASURIYA, M.P.,, M.P.", : Buddhism, : 21-11-1940,http://parliament.lk/uploads/images/members/profile_images/thumbs/2086.jpg,Contested for the Electorate of Galigamuwa 1977;Mayor - District of Kegalle 1979;Leader of the Opposition;Member - Sabaragamuwa Provincial Council -1989; Member of Parliament for Kegalle 1989 - 2000, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2086.jpg', 'path': 'full/77a7e44c0a3d9a26fce96e10531ad4f2281244d7.jpg', 'checksum': '2877d25d68dc97f232606edfc822f258'}]",United People's Freedom Alliance(UPFA),
"Hon. Appuhamy, Ratnayake Mudiyanselage, M.P.",, : 09-01-1930,http://parliament.lk/uploads/images/members/profile_images/thumbs/2060.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2060.jpg', 'path': 'full/8ec05255c90e7c97e8f63f8373c4d6b2405a0c4c.jpg', 'checksum': 'd48b3d4e1077c7ae2130208d1c5f04af'}]",Sri Lanka Freedom Party(SLFP),
"Hon. VICTOR ANTONY, M.P., , M.P.", : Roman Catholicism, : 29-01-1949,http://parliament.lk/uploads/images/members/profile_images/thumbs/3148.jpg,"Leader of the Opposition - Chillaw Pradesheeya Sabha 1991; Member - North Western Provincial Council 1994; Leader of the House - North Western Provincial Council; Minister of Fisheries and Co-operatives -North Western Provincial Council  -2000;Minister of Fisheries and Co-operatives -North Western Provincial Council  -2002; Minister of Fisheries, Co-operatives, Rural Industries and Rural Development North Western Provincial Council 2004 - 2008;Leader of the House 2009 -2010.", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3148.jpg', 'path': 'full/5f350e1bb91853e224697b3334cfdb35ab1b49d4.jpg', 'checksum': '6dbbd004f9c188f46784983069851dbb'}]",United People's Freedom Alliance(UPFA), : Businessman
"Hon. DAYASRITHA THISSERA, M.P.,, M.P.", : Roman Catholicism, : 14-04-1966,http://parliament.lk/uploads/images/members/profile_images/thumbs/103.jpg,Peoples' Alliance candidate -Puttalam District in 1994 General Election.; North Western Provincial Council Member in 1999., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/103.jpg', 'path': 'full/5ff96fd80e1261d85be4cc13fbcaeebbbf657308.jpg', 'checksum': 'a7ff7f0536389c16d434684e240859d8'}]",United People's Freedom Alliance(UPFA), : Businessman
"Hon. A. VINAYAGAMOORTHY, M.P, M.P.", : Hindu, : 19-12-1933,http://parliament.lk/uploads/images/members/profile_images/thumbs/307.jpg,, : Widower,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/307.jpg', 'path': 'full/4ad85945dad398ca72769579c7b6aa4b5eaaff40.jpg', 'checksum': '412d24e1c9e9ccfcf877959120deffd9'}]",Illankai Tamil Arasu Kadchi (ITAK), : Attorney-at-Law and Notary Public.
"Hon. (Dr.) ROHANA PUSHPA KUMARA, M.P.,, M.P.", : Buddhism, : 15-10-1955,http://parliament.lk/uploads/images/members/profile_images/thumbs/3161.jpg,"Minister of Health, Nutritional, Social Welfare, Probation and Child Protection 2004 - 2009 , Uva Provincial Council; Chairman - Uva Provincial Council - 2009", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3161.jpg', 'path': 'full/ac05e6223df0a16af16474352354f56ebac3cc29.jpg', 'checksum': '094e2fa90fa1f46ac1a9b1a4478368ab'}]",United People's Freedom Alliance(UPFA),
"Hon.  A. M. CHAMIKA BUDDHADASA, M.P.,, M.P.", : Buddhism, : 27-09-1969,http://parliament.lk/uploads/images/members/profile_images/thumbs/3157.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3157.jpg', 'path': 'full/5155868c0a529fcc6ad2a169d4364224c465b448.jpg', 'checksum': '8d34a0d019a31ee6396181ea69f22966'}]",United People's Freedom Alliance(UPFA), : Businessman
"Hon. Annamalay, Veloo, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",,
"Hon. Anantham, Seemanpillai Mudaliyar, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,,,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Independent (Ind),
